Gene_accession no.	Gene	Group	Family	Class	Phenotype	PMID	Mechanism of resistance	Notes	Required_gene
blaSHV-194_1_KX421191	blaSHV-194	blaSHV	Beta-lactam	Beta-lactam		27446040	Enzymatic inactivation	Class A, curated	
blaSHV-195_1_KX619652	blaSHV-195	blaSHV	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	Class A, curated	
blaSHV-196_1_KX714286	blaSHV-196	blaSHV	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	Class A, curated	
blaSHV-197_1_KT946904	blaSHV-197	blaSHV	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	Class A, curated	
blaSHV-198_1_MF281086	blaSHV-198	blaSHV	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	Class A, curated	
blaSHV-199_1_MF373391	blaSHV-199	blaSHV	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	Class A, curated	
blaSHV-200_1_MF871643	blaSHV-200	blaSHV	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	Class A, curated	
blaSHV-203_1_MG028656	blaSHV-203	blaSHV	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	Class A, curated	
blaSHV-204_1_MH243356	blaSHV-204	blaSHV	Beta-lactam	Beta-lactam		Unpublished	Enzymatic inactivation	Class A, curated	
blaSHV-1b-b_1_DQ166783	blaSHV-1b-b	blaSHV	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	Unpublished	Enzymatic inactivation	Class A, curated	
blaIMP-64_1_KX949735	blaIMP-64	blaIMP	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam	Unpublished	Enzymatic inactivation	Subclass B1, curated	
blaOXA-20_2_AF024602	blaOXA-20	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid	9687410	Enzymatic inactivation	"Class D;OXA-20-like;, curated"	
blaOXA-60d_1_AY664506	blaOXA-60d	blaOXA	Beta-lactam	Beta-lactam		15504844	Enzymatic inactivation	"Class D;OXA-60-like;Natural in Ralstonia pickettii;, curated"	
blaOXA-60c_1_AY664505	blaOXA-60c	blaOXA	Beta-lactam	Beta-lactam		15504844	Enzymatic inactivation	"Class D;OXA-60-like;Natural in Ralstonia pickettii;, curated"	
blaOXA-60b_1_AY664504	blaOXA-60b	blaOXA	Beta-lactam	Beta-lactam		15504844	Enzymatic inactivation	"Class D;OXA-60-like;Natural in Ralstonia pickettii;, curated"	
blaOXA-60a_1_AY662675	blaOXA-60a	blaOXA	Beta-lactam	Beta-lactam		15504844	Enzymatic inactivation	"Class D;OXA-60-like;Natural in Ralstonia pickettii;, curated"	
blaCARB-1_1_AF313471	blaCARB-1	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	11959558		"BlaP1a, Class A;Alternative name PSE-4, curated"	
blaCARB-2_1_M69058	blaCARB-2	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	1804019		"BlaP1b, Class A;Alternative name PSE-1, curated"	
blaCARB-3_1_S46063	blaCARB-3	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	1650733		"BlaP1c, Class A;Alternative name PSE-3, curated"	
blaCARB-4_1_FJ785525	blaCARB-4	blaCARB	Beta-lactam	Beta-lactam				ongoing curation	
blaCARB-5_1_AF135373	blaCARB-5	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	2786828		"Class A;Alternative name RTG-2, curated"	
blaCARB-6_1_AF030945	blaCARB-6	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	9925522		Class A, curated	
blaCARB-7_1_AF409092	blaCARB-7	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	12069969		Class A, curated	
blaCARB-8_1_AY178993	blaCARB-8	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	12709319		"Class A;Alternative name RTG-3, curated"	
blaCARB-9_1_AY248038	blaCARB-9	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	15388476		Class A, curated	
blaCARB-10_1_EU850412	blaCARB-10	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Piperacillin, Piperacillin+Tazobactam	19380596		"Class A;Alternative name RTG-4, curated"	
blaCARB-11_1_AY008290	blaCARB-11	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	unpublished		"Class A;Alternative name PSE-5, curated"	
blaCARB-12_1_D13210	blaCARB-12	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	unpublished		Class A, curated	
blaCARB-14_1_JQ364968	blaCARB-14	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	22633451		"Class A;Alternative name RTG-5, curated"	
blaCARB-16_1_HF953351	blaCARB-16	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25063046		"Class A;Alternative name RTG-6, curated"	
blaCARB-17_1_KJ934265	blaCARB-17	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-18_1_KJ934266	blaCARB-18	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	unpublished		"Class A;Alternative name CARB-37, curated"	
blaCARB-19_1_KJ934267	blaCARB-19	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	unpublished		Class A, curated	
blaCARB-20_1_NG_054946	blaCARB-20	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	unpublished		Class A, curated	
blaCARB-21_1_NG_048724	blaCARB-21	blaCARB	Beta-lactam	Beta-lactam		25814612		Class A, curated	
blaCARB-22_1_JYNG01000059	blaCARB-22	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	10834969		Class A, curated	
blaCARB-23_1_NG_048726	blaCARB-23	blaCARB	Beta-lactam	Beta-lactam		24625868		Class A, curated	
blaCARB-24_1_BK008907	blaCARB-24	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-25_1_BK008888	blaCARB-25	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-26_1_BK008904	blaCARB-26	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		"Class A;Alternative name CARB-39, curated"	
blaCARB-27_1_NG_048730	blaCARB-27	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-28_1_BK008906	blaCARB-28	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-29_1_BK008905	blaCARB-29	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-30_1_NG_048734	blaCARB-30	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-31_1_NG_048735	blaCARB-31	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-32_1_NG_048736	blaCARB-32	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-33_1_BK008903	blaCARB-33	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-34_1_NG_048738	blaCARB-34	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-35_1_BK008900	blaCARB-35	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-36_1_LHBD01000022	blaCARB-36	blaCARB	Beta-lactam	Beta-lactam		28330888		Class A, curated	
blaCARB-38_1_BK008898	blaCARB-38	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-40_1_BK008889	blaCARB-40	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-41_1_BK008890	blaCARB-41	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-42_1_NG_048745	blaCARB-42	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-43_1_NG_048746	blaCARB-43	blaCARB	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin	25801555		Class A, curated	
blaCARB-44_1_JTGS01000066	blaCARB-44	blaCARB	Beta-lactam	Beta-lactam		25635013		Class A, curated	
blaCARB-45_1_JTGR01000061	blaCARB-45	blaCARB	Beta-lactam	Beta-lactam		25635013		Class A, curated	
blaCARB-46_1_NG_048749	blaCARB-46	blaCARB	Beta-lactam	Beta-lactam		unpublished		Class A, curated	
blaCARB-47_1_NG050564	blaCARB-47	blaCARB	Beta-lactam	Beta-lactam		unpublished		Class A, curated	
blaCARB-48_1_NG050604	blaCARB-48	blaCARB	Beta-lactam	Beta-lactam		unpublished		Class A, curated	
blaCARB-49_1_KX599396	blaCARB-49	blaCARB	Beta-lactam	Beta-lactam		unpublished		Class A, curated	
blaCARB-50_1_NG_052478	blaCARB-50	blaCARB	Beta-lactam	Beta-lactam		17419185		Class A, curated	
blaFRI-2_1_KX620467	blaFRI-2	blaFRI	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Ertapenem, Imipenem, Meropenem, Piperacillin	28605515		Class A, curated	
blaFRI-3_1_KY524440	blaFRI-3	blaFRI	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam	unpublished		Class A, curated	
blaFRI-4_1_NG_055267	blaFRI-4	blaFRI	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam	30060114		Class A, curated	
blaFRI-5_1_MH208723	blaFRI-5	blaFRI	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam	unpublished		Class A, curated	
mcr-1.1_1_KP347127	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	26603172	Target modification	curated	
mcr-1.2_1_KX236309	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	27401575	Target modification	curated	
mcr-1.3_1_KU934208	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	28242671	Target modification	curated	
mcr-1.4_1_KY041856	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	29118748	Target modification	curated	
mcr-1.5_1_KY283125	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-1.6_1_KY352406	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	28264851	Target modification	curated	
mcr-1.7_1_KY488488	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	29118748	Target modification	curated	
mcr-1.8_1_KY683842	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-1.9_1_KY964067	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-1.10_1_MF176238	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	29091227	Target modification	curated	
mcr-1.11_1_KY853650	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-1.12_1_LC337668	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-1.13_1_MG384739	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-1.14_1_LS398440	mcr-1	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-2.1_1_LT598652	mcr-2	mcr	Polymyxin	Polymyxin	Colistin	27416987	Target modification	curated	
mcr-2.2_1_MF176239	mcr-2	mcr	Polymyxin	Polymyxin	Colistin	29091227	Target modification	curated	
mcr-3.1_1_KY924928	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	28655818	Target modification	curated	
mcr-3.2_1_NMWW01000143	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	28797328	Target modification	curated	
mcr-3.3_1_MF495680	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-3.4_1_FLXA01000011	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-3.5_1_MF489760	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-3.6_1_MF598076	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29394397	Target modification	curated	
mcr-3.7_1_MF598077	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29394397	Target modification	curated	
mcr-3.8_1_MF598078	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29394397	Target modification	curated	
mcr-3.9_1_MF598080	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29394397	Target modification	curated	
mcr-3.10_1_MG214531	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-3.11_1_MG489958	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-3.12_1_MG564491	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29712655	Target modification	curated	
mcr-3.13_1_MH332763	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29967026	Target modification	curated	
mcr-3.14_1_MH332764	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29967026	Target modification	curated	
mcr-3.15_1_MH332765	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29967026	Target modification	curated	
mcr-3.16_1_MH332766	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29967026	Target modification	curated	
mcr-3.17_1_MH332767	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29967026	Target modification	curated	
mcr-3.18_1_MH332768	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29967026	Target modification	curated	
mcr-3.19_1_NG055497	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	28433744	Target modification	curated	
mcr-3.20_1_NG055493	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-3.21_1_NG060582	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-3.22_1_NG060581	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-3.23_1_NG060583	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-3.24_1_NG060580	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	unpublished	Target modification	curated	
mcr-3.25_1_NG060585	mcr-3	mcr	Polymyxin	Polymyxin	Colistin	29774212	Target modification	curated	
mcr-4.1_1_MF543359	mcr-4	mcr	Polymyxin	Polymyxin	Colistin	28797329	Target modification	curated	
mcr-4.2_1_MG822663	mcr-4	mcr	Polymyxin	Polymyxin	Colistin	29635007	Target modification	curated	
mcr-4.3_1_MG026621	mcr-4	mcr	Polymyxin	Polymyxin	Colistin	29237785	Target modification	Unclear if this gene alone is sufficient to cause colistin resistance, curated	
mcr-4.6_1_MH423812	mcr-4	mcr	Polymyxin	Polymyxin	Colistin	29439754	Target modification	curated	
mcr-4.4_1_MG822665	mcr-4	mcr	Polymyxin	Polymyxin	Colistin	29635007	Target modification	curated	
mcr-4.5_1_MG822664	mcr-4	mcr	Polymyxin	Polymyxin	Colistin	29635007	Target modification	curated	
mcr-5.1_1_KY807921	mcr-5	mcr	Polymyxin	Polymyxin	Colistin	28962028	Target modification	curated	
mcr-5.2_1_MG384740	mcr-5	mcr	Polymyxin	Polymyxin	Colistin	29444245	Target modification	curated	
mcr-6.1_1_MF176240	mcr-6	mcr	Polymyxin	Polymyxin	Colistin	29091227	Target modification	curated	
mcr-7.1_1_MG267386	mcr-7	mcr	Polymyxin	Polymyxin	Colistin	29912417	Target modification	curated	
mcr-8_1_MG736312	mcr-8	mcr	Polymyxin	Polymyxin	Colistin	29970891	Target modification	curated	
mcr-9_1_NZ_NAAN01000063.1	mcr-9	mcr	Polymyxin	Polymyxin	Colistin			ongoing curation	
fosB1_1_CP001903	fosB1	fos	Fosfomycin	Fosfomycin	Fosfomycin	20525827	Enzymatic inactivation	curated	
fosX_1_AP010904	fosX	fos	Fosfomycin	Fosfomycin	Fosfomycin	19675025	Enzymatic inactivation	curated	
fos_1_ACCV01000052	fos	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosB3_1_HQ219726	fosB3	fos	Fosfomycin	Fosfomycin	Fosfomycin	24205114	Enzymatic inactivation	curated	
fosB2_1_AE016879	fosB2	fos	Fosfomycin	Fosfomycin	Fosfomycin	12721629	Enzymatic inactivation	curated	
fosB_1_X54227	fosB	fos	Fosfomycin	Fosfomycin	Fosfomycin	1804759	Enzymatic inactivation	curated	
fosB_2_X89875	fosB	fos	Fosfomycin	Fosfomycin	Fosfomycin	9338493	Enzymatic inactivation	curated	
fosA5_1_EU195449	fosA5	fos	Fosfomycin	Fosfomycin	Fosfomycin	18812424	Enzymatic inactivation	curated	
fosA4_1_AB908992	fosA4	fos	Fosfomycin	Fosfomycin	Fosfomycin	24951800	Enzymatic inactivation	curated	
fosA3_1_AB522970	fosA3	fos	Fosfomycin	Fosfomycin	Fosfomycin	20404116	Enzymatic inactivation	curated	
fosA2_1_EU487198	fosA2	fos	Fosfomycin	Fosfomycin	Fosfomycin	21392044	Enzymatic inactivation	curated	
fosA_1_M85195	fosA	fos	Fosfomycin	Fosfomycin	Fosfomycin	1963292	Enzymatic inactivation	curated	
fosX_2_AL591981	fosX	fos	Fosfomycin	Fosfomycin	Fosfomycin	11679669	Enzymatic inactivation	curated	
fosK_1_AB917040	fosK	fos	Fosfomycin	Fosfomycin	Fosfomycin	24841262	Enzymatic inactivation	curated	
fosX_3_CP003505	fosX	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosX_4_DQ342344	fosX	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosG_1_DQ112222	fosG	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosF_1_AY294333	fosF	fos	Fosfomycin	Fosfomycin	Fosfomycin	14742222	Enzymatic inactivation	curated	
fosE_1_AB901041	fosE	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosD_1_KC989517	fosD	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosC2_1_AB522969	fosC2	fos	Fosfomycin	Fosfomycin	Fosfomycin	20404116	Enzymatic inactivation	curated	
fosC_1_Z33413	fosC	fos	Fosfomycin	Fosfomycin	Fosfomycin	7492106	Enzymatic inactivation	curated	
fosB_3_ACHE01000077	fosB	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosB_4_CP000029	fosB	fos	Fosfomycin	Fosfomycin	Fosfomycin	15774886	Enzymatic inactivation	curated	
fosB_5_AJ605334	fosB	fos	Fosfomycin	Fosfomycin	Fosfomycin	15228527	Enzymatic inactivation	curated	
fosA_3_ACWO01000079	fosA	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosA_4_ACWU01000146	fosA	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosA_5_AFBO01000747	fosA	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fomB_1_AB016934	fomB	fom	Fosfomycin	Fosfomycin	Fosfomycin	7789803	Enzymatic inactivation	curated	
fomA_1_AB016934	fomA	fom	Fosfomycin	Fosfomycin	Fosfomycin	7789803	Enzymatic inactivation	curated	
fos_2_FN543093	fos	fos	Fosfomycin	Fosfomycin	Fosfomycin	21037008	Enzymatic inactivation	curated	
fosE_2_AY029772	fosE	fos	Fosfomycin	Fosfomycin	Fosfomycin	11897589	Enzymatic inactivation	curated	
fosA7_1_LAPJ01000014	fosA7	fos	Fosfomycin	Fosfomycin	Fosfomycin	26083489	Enzymatic inactivation	curated	
fosB5_1_KT032253	fosB5	fos	Fosfomycin	Fosfomycin	Fosfomycin	27144405	Enzymatic inactivation	curated	
fosB6_1_KR870314	fosB6	fos	Fosfomycin	Fosfomycin	Fosfomycin	27144405	Enzymatic inactivation	curated	
fosB4_1_KR870311	fosB4	fos	Fosfomycin	Fosfomycin	Fosfomycin	27144405	Enzymatic inactivation	curated	
fosA_7_AEXB01000013	fosA	fos	Fosfomycin	Fosfomycin	Fosfomycin	21602328	Enzymatic inactivation	curated	
fosA_2_AGDM01000012	fosA	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosA6_1_KU254579	fosA6	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fosA_6_ACZD01000244	fosA	fos	Fosfomycin	Fosfomycin	Fosfomycin	unpublished	Enzymatic inactivation	curated	
fusB_1_AY373761	fusB	fus	Fusidic acid	Steroid antibacterial	Fusidic acid	12205055		FusB-family protein, curated	
fusB_2_JF777505	fusB	fus	Fusidic acid	Steroid antibacterial	Fusidic acid	21968364		FusB-family protein, curated	
fusC_1_KF527883	fusC	fus	Fusidic acid	Steroid antibacterial	Fusidic acid	24277045		FusB-family protein, curated	
VanHAX_1_FJ866609	VanHAX	VanH	Glycopeptide	Glycopeptide	Teicoplanin, Vancomycin	20519356	Target modification	curated	
VanHAX_2_M97297	VanHAX	VanH	Glycopeptide	Glycopeptide	Teicoplanin, Vancomycin	8380148	Target modification	curated	
VanHAX_PT_1_DQ018710	VanHAX	VanH	Glycopeptide	Glycopeptide	Teicoplanin, Vancomycin	16189102	Target modification	curated	
VanHAX_PA_1_DQ018711	VanHAX	VanH	Glycopeptide	Glycopeptide	Teicoplanin, Vancomycin	16189102	Target modification	curated	
VanHAX_PT_2_AY926880	VanHAX	VanH	Glycopeptide	Glycopeptide	Teicoplanin, Vancomycin	unpublished	Target modification	curated	
VanH_bc_1_Y15705	VanH	VanH	Glycopeptide	Glycopeptide	Teicoplanin, Vancomycin	9687406	Target modification	"VanH_bc_1_Y15705; VanA_bc_1_Y15704; VanX_bc_1_Y15708 should be present simultaneously to observe the resistance phenotype, curated"	
VanA_bc_1_Y15704	VanA	VanA	Glycopeptide	Glycopeptide	Teicoplanin, Vancomycin	9687406	Target modification	"VanH_bc_1_Y15705; VanA_bc_1_Y15704; VanX_bc_1_Y15708 should be present simultaneously to observe the resistance phenotype, curated"	
VanX_bc_1_Y15708	VanX	VanX	Glycopeptide	Glycopeptide	Teicoplanin, Vancomycin	9687406	Target modification	"VanH_bc_1_Y15705; VanA_bc_1_Y15704; VanX_bc_1_Y15708 should be present simultaneously to observe the resistance phenotype, curated"	
dldHA2X_1_AL939117	dldHA2X	dldHA2X	Glycopeptide	Glycopeptide	Vancomycin	12000953	Target modification	curated	
VanHBX_1_AF192329	VanHBX	VanH	Glycopeptide	Glycopeptide	Vancomycin	10846226	Target modification	curated	
VanHBX_2_U35369	VanHBX	VanH	Glycopeptide	Glycopeptide	Vancomycin	8631706	Target modification	curated	
VanC1XY_1_AF162694	VanC1XY	VanC	Glycopeptide	Glycopeptide	Vancomycin	1551598	Target modification	curated	
VanXY_C2_1_AY033089	VanXY	VanX	Glycopeptide	Glycopeptide	Vancomycin	12234834	Target modification	"VanXY_C2_1_AY033089; VanC2_1_L29638 should be present simultaneously to observe the resistance phenotype, curated"	
VanC2_1_L29638	VanC2	VanC	Glycopeptide	Glycopeptide	Vancomycin	12234834	Target modification	"VanXY_C2_1_AY033089; VanC2_1_L29638 should be present simultaneously to observe the resistance phenotype, curated"	
VanC3XY_1_AY033764	VanC3XY	VanC	Glycopeptide	Glycopeptide	Vancomycin	12615874	Target modification	curated	
VanC1XY_2_DQ022190	VanC1XY	VanC	Glycopeptide	Glycopeptide	Vancomycin	16495270	Target modification	curated	
VanC2XY_1_EU151754	VanC2XY	VanC	Glycopeptide	Glycopeptide	Vancomycin	19216682	Target modification	curated	
VanC4XY_1_EU151752	VanC4XY	VanC	Glycopeptide	Glycopeptide	Vancomycin	19216682	Target modification	curated	
VanC4XY_2_EU151753	VanC4XY	VanC	Glycopeptide	Glycopeptide	Vancomycin	19216682	Target modification	curated	
VanC2XY_2_EU151755	VanC2XY	VanC	Glycopeptide	Glycopeptide	Vancomycin	19216682	Target modification	curated	
